time,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
2026-08-16 04:00:00,44.7,59.3,36.5,30.0,15.1,355.0
2026-08-16 05:00:00,46.6,59.4,36.8,27.0,16.7,393.0
2026-08-16 06:00:00,46.4,58.6,32.2,34.0,16.4,407.0
2026-08-16 07:00:00,41.6,54.2,25.3,47.0,15.3,437.0
2026-08-16 08:00:00,34.3,50.3,19.0,65.0,14.7,450.0
2026-08-16 09:00:00,35.2,54.2,14.0,90.0,15.2,423.0
2026-08-16 10:00:00,35.5,60.5,9.7,119.0,16.2,379.0
2026-08-16 11:00:00,37.6,74.0,6.5,143.0,17.1,349.0
2026-08-16 12:00:00,38.8,70.3,4.8,160.0,17.6,350.0
2026-08-16 13:00:00,39.8,72.9,4.3,171.0,18.0,365.0
2026-08-16 14:00:00,40.7,77.3,5.0,173.0,18.1,381.0
2026-08-16 15:00:00,40.4,84.1,6.6,162.0,17.4,375.0
2026-08-16 16:00:00,41.3,94.5,9.4,142.0,16.4,368.0
2026-08-16 17:00:00,46.3,102.2,14.5,120.0,16.2,416.0
2026-08-16 18:00:00,53.3,99.9,24.0,97.0,17.4,563.0
2026-08-16 19:00:00,61.2,94.3,35.9,73.0,19.3,763.0
2026-08-16 20:00:00,55.5,85.9,44.7,54.0,21.5,935.0
2026-08-16 21:00:00,57.3,87.8,48.3,43.0,24.3,1080.0
2026-08-16 22:00:00,57.2,92.0,48.8,38.0,27.3,1195.0
2026-08-16 23:00:00,61.9,100.4,47.5,36.0,28.9,1192.0
2026-08-17 00:00:00,65.2,102.4,43.9,38.0,27.9,976.0
2026-08-17 01:00:00,53.6,85.0,38.4,43.0,25.5,642.0
2026-08-17 02:00:00,43.3,61.2,34.2,47.0,23.8,381.0
2026-08-17 03:00:00,41.8,56.7,32.6,46.0,23.6,266.0
2026-08-17 04:00:00,41.4,54.9,32.3,42.0,24.2,224.0
2026-08-17 05:00:00,38.6,50.5,31.8,42.0,24.7,233.0
2026-08-17 06:00:00,35.6,46.8,31.2,44.0,25.5,324.0
2026-08-17 07:00:00,33.2,44.5,30.5,49.0,26.2,466.0
2026-08-17 08:00:00,34.5,58.3,27.9,61.0,25.8,544.0
2026-08-17 09:00:00,41.9,105.9,21.6,84.0,22.9,490.0
2026-08-17 10:00:00,49.2,160.2,13.4,115.0,18.8,372.0
2026-08-17 11:00:00,55.6,199.8,7.3,139.0,15.8,284.0
2026-08-17 12:00:00,59.6,210.0,4.8,155.0,15.2,259.0
2026-08-17 13:00:00,63.3,230.0,4.5,165.0,15.8,265.0
2026-08-17 14:00:00,68.7,260.8,5.8,167.0,16.3,292.0
2026-08-17 15:00:00,73.1,292.4,8.2,157.0,16.0,344.0
2026-08-17 16:00:00,76.8,319.4,12.2,139.0,15.7,419.0
2026-08-17 17:00:00,68.0,249.6,19.0,118.0,16.3,500.0
2026-08-17 18:00:00,63.1,189.1,30.7,94.0,18.1,592.0
2026-08-17 19:00:00,63.3,158.3,45.1,67.0,20.8,690.0
2026-08-17 20:00:00,66.6,149.5,56.9,46.0,24.3,766.0
2026-08-17 21:00:00,71.5,156.5,65.4,32.0,29.6,817.0
2026-08-17 22:00:00,77.5,146.2,71.3,24.0,35.6,845.0
2026-08-17 23:00:00,76.6,138.8,71.5,22.0,38.9,831.0
2026-08-18 00:00:00,69.8,130.4,61.7,31.0,37.0,736.0
2026-08-18 01:00:00,55.3,98.5,46.1,46.0,32.4,598.0
2026-08-18 02:00:00,41.8,71.9,34.7,56.0,29.6,511.0
2026-08-18 03:00:00,31.9,54.7,32.3,55.0,31.0,520.0
2026-08-18 04:00:00,30.7,53.3,34.1,50.0,34.1,580.0
2026-08-18 05:00:00,31.4,55.2,35.2,48.0,36.3,644.0
2026-08-18 06:00:00,30.9,50.5,34.3,53.0,36.4,720.0
2026-08-18 07:00:00,26.1,46.4,32.9,61.0,35.5,799.0
2026-08-18 08:00:00,31.4,57.4,30.1,76.0,34.2,816.0
2026-08-18 09:00:00,33.1,60.3,25.0,101.0,32.7,713.0
2026-08-18 10:00:00,32.0,62.9,18.6,131.0,30.8,547.0
2026-08-18 11:00:00,31.4,61.9,13.4,158.0,28.9,418.0
2026-08-18 12:00:00,33.2,61.9,9.8,178.0,26.6,360.0
2026-08-18 13:00:00,33.2,58.3,7.4,194.0,24.3,341.0
2026-08-18 14:00:00,34.0,56.8,7.2,205.0,23.5,361.0
2026-08-18 15:00:00,36.0,57.3,9.5,212.0,25.2,412.0
2026-08-18 16:00:00,38.2,58.0,14.0,213.0,28.3,503.0
2026-08-18 17:00:00,41.9,61.0,20.7,200.0,31.0,666.0
2026-08-18 18:00:00,48.5,60.3,31.9,163.0,32.5,979.0
2026-08-18 19:00:00,48.8,56.9,45.3,112.0,33.6,1364.0
2026-08-18 20:00:00,54.9,61.0,54.6,73.0,34.4,1619.0
2026-08-18 21:00:00,55.1,58.7,56.1,59.0,35.1,1644.0
2026-08-18 22:00:00,57.3,60.1,53.5,57.0,35.5,1538.0
2026-08-18 23:00:00,59.0,61.2,50.7,56.0,35.9,1397.0
2026-08-19 00:00:00,58.6,60.8,49.2,52.0,36.3,1237.0
2026-08-19 01:00:00,61.2,63.6,47.5,49.0,36.6,1041.0
2026-08-19 02:00:00,64.3,66.4,45.8,46.0,36.8,854.0
2026-08-19 03:00:00,63.3,64.7,43.6,42.0,36.1,660.0
2026-08-19 04:00:00,60.5,61.2,41.3,38.0,35.4,475.0
2026-08-19 05:00:00,49.1,49.9,40.0,38.0,36.8,481.0
2026-08-19 06:00:00,44.2,45.5,41.2,43.0,42.5,542.5
2026-08-19 07:00:00,38.5,40.2,43.4,53.0,50.3,624.3
2026-08-19 08:00:00,33.5,35.9,43.7,70.0,56.3,689.0
2026-08-19 09:00:00,33.5,36.3,40.6,98.0,59.1,674.0
2026-08-19 10:00:00,32.1,34.3,35.5,134.0,60.0,660.0
2026-08-19 11:00:00,31.7,33.4,30.2,168.0,58.9,645.0
2026-08-19 12:00:00,33.1,34.6,24.3,203.0,54.8,625.0
2026-08-19 13:00:00,38.1,39.1,18.1,237.0,48.6,604.0
2026-08-19 14:00:00,39.8,40.5,14.3,256.0,43.6,585.0
2026-08-19 15:00:00,40.9,41.1,13.1,256.0,41.0,554.0
2026-08-19 16:00:00,40.9,41.0,14.3,242.0,39.6,527.0
2026-08-19 17:00:00,39.3,39.5,20.3,215.0,38.4,552.0
2026-08-19 18:00:00,44.0,44.0,34.7,166.0,36.8,671.0
2026-08-19 19:00:00,47.3,47.4,53.9,104.0,35.5,842.0
2026-08-19 20:00:00,55.9,56.0,68.8,55.0,35.5,995.0
2026-08-19 21:00:00,63.3,63.3,76.6,31.0,38.2,1124.0
2026-08-19 22:00:00,67.1,67.1,80.2,21.0,42.3,1234.0
2026-08-19 23:00:00,69.4,69.4,79.3,17.0,43.9,1266.0
