location,latitude,longitude,time,pm10,pm2_5,carbon_monoxide
Jayanagar,12.9308,77.5838,2026-08-03 13:00:00,25.3,10.3,247.0
Jayanagar,12.9308,77.5838,2026-08-03 14:00:00,21.1,10.0,294.0
Jayanagar,12.9308,77.5838,2026-08-03 15:00:00,17.2,9.3,394.0
Jayanagar,12.9308,77.5838,2026-08-03 16:00:00,13.6,8.5,519.0
Jayanagar,12.9308,77.5838,2026-08-03 17:00:00,25.6,12.2,584.0
Jayanagar,12.9308,77.5838,2026-08-03 18:00:00,25.6,15.1,537.0
Jayanagar,12.9308,77.5838,2026-08-03 19:00:00,25.2,15.8,431.0
Jayanagar,12.9308,77.5838,2026-08-03 20:00:00,21.6,13.6,341.0
Jayanagar,12.9308,77.5838,2026-08-03 21:00:00,19.5,12.2,298.0
Jayanagar,12.9308,77.5838,2026-08-03 22:00:00,13.6,9.4,271.0
Jayanagar,12.9308,77.5838,2026-08-03 23:00:00,10.6,7.9,244.0
Jayanagar,12.9308,77.5838,2026-08-04 00:00:00,7.4,5.7,209.0
Jayanagar,12.9308,77.5838,2026-08-04 01:00:00,5.7,4.4,175.0
Jayanagar,12.9308,77.5838,2026-08-04 02:00:00,5.1,3.7,151.0
Jayanagar,12.9308,77.5838,2026-08-04 03:00:00,5.0,3.4,136.0
Jayanagar,12.9308,77.5838,2026-08-04 04:00:00,5.2,3.3,130.0
Jayanagar,12.9308,77.5838,2026-08-04 05:00:00,4.1,2.9,148.0
Jayanagar,12.9308,77.5838,2026-08-04 06:00:00,3.8,3.0,214.0
Jayanagar,12.9308,77.5838,2026-08-04 07:00:00,4.5,3.7,304.0
Jayanagar,12.9308,77.5838,2026-08-04 08:00:00,5.0,4.0,356.0
Jayanagar,12.9308,77.5838,2026-08-04 09:00:00,5.3,3.8,332.0
Jayanagar,12.9308,77.5838,2026-08-04 10:00:00,8.6,4.2,270.0
Jayanagar,12.9308,77.5838,2026-08-04 11:00:00,10.4,5.5,224.0
Jayanagar,12.9308,77.5838,2026-08-04 12:00:00,11.3,6.3,207.0
Jayanagar,12.9308,77.5838,2026-08-04 13:00:00,11.5,6.4,205.0
Jayanagar,12.9308,77.5838,2026-08-04 14:00:00,11.1,5.9,231.0
Jayanagar,12.9308,77.5838,2026-08-04 15:00:00,10.2,6.2,309.0
Jayanagar,12.9308,77.5838,2026-08-04 16:00:00,10.2,7.4,414.0
Jayanagar,12.9308,77.5838,2026-08-04 17:00:00,9.6,8.1,483.0
Jayanagar,12.9308,77.5838,2026-08-04 18:00:00,11.0,9.5,486.0
Jayanagar,12.9308,77.5838,2026-08-04 19:00:00,12.3,10.0,454.0
Jayanagar,12.9308,77.5838,2026-08-04 20:00:00,12.4,9.8,411.0
Jayanagar,12.9308,77.5838,2026-08-04 21:00:00,11.3,8.6,361.0
Jayanagar,12.9308,77.5838,2026-08-04 22:00:00,11.0,8.5,300.0
Jayanagar,12.9308,77.5838,2026-08-04 23:00:00,10.9,8.0,247.0
Jayanagar,12.9308,77.5838,2026-08-05 00:00:00,9.4,6.6,207.0
Jayanagar,12.9308,77.5838,2026-08-05 01:00:00,7.9,5.4,174.0
Jayanagar,12.9308,77.5838,2026-08-05 02:00:00,5.9,4.0,152.0
Jayanagar,12.9308,77.5838,2026-08-05 03:00:00,5.2,3.4,137.0
Jayanagar,12.9308,77.5838,2026-08-05 04:00:00,5.0,3.2,132.0
Jayanagar,12.9308,77.5838,2026-08-05 05:00:00,4.4,3.3,152.0
Jayanagar,12.9308,77.5838,2026-08-05 06:00:00,5.2,3.6,222.0
Jayanagar,12.9308,77.5838,2026-08-05 07:00:00,8.3,4.6,317.0
Jayanagar,12.9308,77.5838,2026-08-05 08:00:00,9.7,6.4,368.0
Jayanagar,12.9308,77.5838,2026-08-05 09:00:00,10.6,6.5,331.0
Jayanagar,12.9308,77.5838,2026-08-05 10:00:00,14.2,7.3,251.0
Jayanagar,12.9308,77.5838,2026-08-05 11:00:00,18.6,8.6,198.0
Jayanagar,12.9308,77.5838,2026-08-05 12:00:00,19.3,8.6,202.0
Jayanagar,12.9308,77.5838,2026-08-05 13:00:00,20.5,9.6,233.0
Jayanagar,12.9308,77.5838,2026-08-05 14:00:00,21.7,10.4,266.0
Jayanagar,12.9308,77.5838,2026-08-05 15:00:00,20.8,11.2,298.0
Jayanagar,12.9308,77.5838,2026-08-05 16:00:00,21.5,11.7,333.0
Jayanagar,12.9308,77.5838,2026-08-05 17:00:00,16.5,10.0,356.0
Jayanagar,12.9308,77.5838,2026-08-05 18:00:00,16.4,10.6,359.0
Jayanagar,12.9308,77.5838,2026-08-05 19:00:00,16.1,11.1,350.0
Jayanagar,12.9308,77.5838,2026-08-05 20:00:00,15.0,10.4,335.0
Jayanagar,12.9308,77.5838,2026-08-05 21:00:00,14.2,9.7,315.0
Jayanagar,12.9308,77.5838,2026-08-05 22:00:00,13.0,9.1,289.0
Jayanagar,12.9308,77.5838,2026-08-05 23:00:00,10.9,7.8,259.0
Jayanagar,12.9308,77.5838,2026-08-06 00:00:00,8.8,6.1,222.0
Jayanagar,12.9308,77.5838,2026-08-06 01:00:00,6.7,4.9,181.0
Jayanagar,12.9308,77.5838,2026-08-06 02:00:00,5.0,3.9,151.0
Jayanagar,12.9308,77.5838,2026-08-06 03:00:00,4.0,3.1,136.0
Jayanagar,12.9308,77.5838,2026-08-06 04:00:00,4.2,3.0,132.0
Jayanagar,12.9308,77.5838,2026-08-06 05:00:00,6.1,3.8,144.0
Jayanagar,12.9308,77.5838,2026-08-06 06:00:00,6.5,4.0,188.0
Jayanagar,12.9308,77.5838,2026-08-06 07:00:00,8.1,5.5,248.0
Jayanagar,12.9308,77.5838,2026-08-06 08:00:00,8.5,5.4,284.0
Jayanagar,12.9308,77.5838,2026-08-06 09:00:00,9.7,5.6,273.0
Jayanagar,12.9308,77.5838,2026-08-06 10:00:00,14.0,6.9,238.0
Jayanagar,12.9308,77.5838,2026-08-06 11:00:00,16.3,7.9,212.0
Jayanagar,12.9308,77.5838,2026-08-06 12:00:00,19.0,8.5,204.0
Jayanagar,12.9308,77.5838,2026-08-06 13:00:00,20.5,10.2,204.0
Jayanagar,12.9308,77.5838,2026-08-06 14:00:00,22.1,11.0,214.0
Jayanagar,12.9308,77.5838,2026-08-06 15:00:00,24.1,12.0,241.0
Jayanagar,12.9308,77.5838,2026-08-06 16:00:00,25.8,12.1,277.0
Jayanagar,12.9308,77.5838,2026-08-06 17:00:00,30.6,14.9,299.0
Jayanagar,12.9308,77.5838,2026-08-06 18:00:00,27.1,15.5,295.0
Jayanagar,12.9308,77.5838,2026-08-06 19:00:00,30.4,17.1,278.0
Jayanagar,12.9308,77.5838,2026-08-06 20:00:00,22.5,14.1,261.0
Jayanagar,12.9308,77.5838,2026-08-06 21:00:00,18.4,11.8,250.0
Jayanagar,12.9308,77.5838,2026-08-06 22:00:00,14.5,9.9,239.0
Jayanagar,12.9308,77.5838,2026-08-06 23:00:00,10.8,7.9,223.0
Jayanagar,12.9308,77.5838,2026-08-07 00:00:00,7.3,5.6,194.0
Jayanagar,12.9308,77.5838,2026-08-07 01:00:00,5.2,4.0,158.0
Jayanagar,12.9308,77.5838,2026-08-07 02:00:00,4.2,3.2,134.0
Jayanagar,12.9308,77.5838,2026-08-07 03:00:00,4.1,3.0,121.0
Jayanagar,12.9308,77.5838,2026-08-07 04:00:00,3.9,2.7,118.0
Jayanagar,12.9308,77.5838,2026-08-07 05:00:00,4.4,2.7,141.0
Jayanagar,12.9308,77.5838,2026-08-07 06:00:00,5.0,3.1,219.0
Jayanagar,12.9308,77.5838,2026-08-07 07:00:00,7.0,4.6,324.0
Jayanagar,12.9308,77.5838,2026-08-07 08:00:00,8.2,5.2,381.0
Jayanagar,12.9308,77.5838,2026-08-07 09:00:00,7.9,5.1,343.0
Jayanagar,12.9308,77.5838,2026-08-07 10:00:00,6.7,4.3,259.0
Jayanagar,12.9308,77.5838,2026-08-07 11:00:00,6.7,3.8,200.0
Jayanagar,12.9308,77.5838,2026-08-07 12:00:00,8.1,4.3,188.0
Jayanagar,12.9308,77.5838,2026-08-07 13:00:00,10.0,5.9,200.0
Jayanagar,12.9308,77.5838,2026-08-07 14:00:00,10.6,6.8,246.0
Jayanagar,12.9308,77.5838,2026-08-07 15:00:00,12.5,8.1,358.0
Jayanagar,12.9308,77.5838,2026-08-07 16:00:00,13.9,8.8,503.0
Jayanagar,12.9308,77.5838,2026-08-07 17:00:00,8.2,5.8,588.0
Jayanagar,12.9308,77.5838,2026-08-07 18:00:00,13.2,8.7,558.0
Jayanagar,12.9308,77.5838,2026-08-07 19:00:00,12.9,9.3,468.0
Jayanagar,12.9308,77.5838,2026-08-07 20:00:00,11.3,8.7,384.0
Jayanagar,12.9308,77.5838,2026-08-07 21:00:00,8.5,7.2,329.0
Jayanagar,12.9308,77.5838,2026-08-07 22:00:00,6.4,5.8,279.0
Jayanagar,12.9308,77.5838,2026-08-07 23:00:00,5.0,4.7,235.0
Jayanagar,12.9308,77.5838,2026-08-08 00:00:00,4.0,3.7,193.0
Jayanagar,12.9308,77.5838,2026-08-08 01:00:00,3.1,2.9,156.0
Jayanagar,12.9308,77.5838,2026-08-08 02:00:00,2.8,2.4,131.0
Jayanagar,12.9308,77.5838,2026-08-08 03:00:00,3.0,2.3,116.0
Jayanagar,12.9308,77.5838,2026-08-08 04:00:00,3.0,2.2,114.0
Jayanagar,12.9308,77.5838,2026-08-08 05:00:00,1.9,1.8,139.0
Jayanagar,12.9308,77.5838,2026-08-08 06:00:00,2.3,1.9,221.0
Jayanagar,12.9308,77.5838,2026-08-08 07:00:00,3.8,3.2,329.0
Jayanagar,12.9308,77.5838,2026-08-08 08:00:00,5.5,4.3,389.0
Jayanagar,12.9308,77.5838,2026-08-08 09:00:00,6.6,4.5,350.0
Jayanagar,12.9308,77.5838,2026-08-08 10:00:00,8.3,5.0,262.0
Jayanagar,12.9308,77.5838,2026-08-08 11:00:00,9.4,5.4,204.0
Jayanagar,12.9308,77.5838,2026-08-08 12:00:00,14.1,6.9,210.0
Jayanagar,12.9308,77.5838,2026-08-08 13:00:00,10.5,5.5,246.0
Jayanagar,12.9308,77.5838,2026-08-08 14:00:00,11.3,6.5,289.0
Jayanagar,12.9308,77.5838,2026-08-08 15:00:00,13.3,7.9,343.0
Jayanagar,12.9308,77.5838,2026-08-08 16:00:00,15.2,8.9,403.0
Jayanagar,12.9308,77.5838,2026-08-08 17:00:00,22.1,12.5,439.0
Jayanagar,12.9308,77.5838,2026-08-08 18:00:00,19.4,12.9,432.0
Jayanagar,12.9308,77.5838,2026-08-08 19:00:00,17.8,12.9,401.0
Jayanagar,12.9308,77.5838,2026-08-08 20:00:00,15.3,11.7,362.0
Jayanagar,12.9308,77.5838,2026-08-08 21:00:00,11.9,9.7,319.0
Jayanagar,12.9308,77.5838,2026-08-08 22:00:00,9.0,7.7,268.0
Jayanagar,12.9308,77.5838,2026-08-08 23:00:00,6.9,6.0,223.0
Jayanagar,12.9308,77.5838,2026-08-09 00:00:00,5.0,4.3,184.0
Jayanagar,12.9308,77.5838,2026-08-09 01:00:00,3.8,3.3,151.0
Jayanagar,12.9308,77.5838,2026-08-09 02:00:00,3.2,2.7,129.0
Jayanagar,12.9308,77.5838,2026-08-09 03:00:00,3.2,2.5,122.0
Jayanagar,12.9308,77.5838,2026-08-09 04:00:00,3.4,2.4,126.0
Jayanagar,12.9308,77.5838,2026-08-09 05:00:00,2.8,2.2,141.0
Jayanagar,12.9308,77.5838,2026-08-09 06:00:00,2.8,2.2,178.0
Jayanagar,12.9308,77.5838,2026-08-09 07:00:00,3.2,2.4,226.0
Jayanagar,12.9308,77.5838,2026-08-09 08:00:00,4.3,2.8,251.0
Jayanagar,12.9308,77.5838,2026-08-09 09:00:00,4.8,3.4,231.0
Jayanagar,12.9308,77.5838,2026-08-09 10:00:00,7.0,3.8,188.0
Jayanagar,12.9308,77.5838,2026-08-09 11:00:00,7.1,3.8,156.0
Jayanagar,12.9308,77.5838,2026-08-09 12:00:00,9.1,4.6,147.0
Jayanagar,12.9308,77.5838,2026-08-09 13:00:00,10.7,5.2,148.0
Jayanagar,12.9308,77.5838,2026-08-09 14:00:00,15.7,7.4,160.0
Jayanagar,12.9308,77.5838,2026-08-09 15:00:00,13.6,6.8,188.0
Jayanagar,12.9308,77.5838,2026-08-09 16:00:00,12.5,7.2,227.0
Jayanagar,12.9308,77.5838,2026-08-09 17:00:00,22.1,12.1,255.0
Jayanagar,12.9308,77.5838,2026-08-09 18:00:00,21.9,14.1,266.0
Jayanagar,12.9308,77.5838,2026-08-09 19:00:00,20.8,14.2,266.0
Jayanagar,12.9308,77.5838,2026-08-09 20:00:00,18.4,13.1,259.0
Jayanagar,12.9308,77.5838,2026-08-09 21:00:00,15.1,11.2,241.0
Jayanagar,12.9308,77.5838,2026-08-09 22:00:00,12.9,10.1,216.0
Jayanagar,12.9308,77.5838,2026-08-09 23:00:00,11.0,8.8,191.0
Jayanagar,12.9308,77.5838,2026-08-10 00:00:00,8.9,7.1,168.0
Jayanagar,12.9308,77.5838,2026-08-10 01:00:00,7.6,6.0,145.0
Jayanagar,12.9308,77.5838,2026-08-10 02:00:00,6.7,5.1,130.0
Jayanagar,12.9308,77.5838,2026-08-10 03:00:00,6.2,4.5,118.0
Jayanagar,12.9308,77.5838,2026-08-10 04:00:00,5.8,4.0,113.0
Jayanagar,12.9308,77.5838,2026-08-10 05:00:00,5.6,3.9,131.0
Jayanagar,12.9308,77.5838,2026-08-10 06:00:00,5.6,4.1,197.0
Jayanagar,12.9308,77.5838,2026-08-10 07:00:00,5.8,4.1,286.0
Jayanagar,12.9308,77.5838,2026-08-10 08:00:00,6.6,4.9,337.0
Jayanagar,12.9308,77.5838,2026-08-10 09:00:00,7.1,4.9,313.0
Jayanagar,12.9308,77.5838,2026-08-10 10:00:00,9.0,5.4,252.0
Jayanagar,12.9308,77.5838,2026-08-10 11:00:00,11.3,6.3,204.0
Jayanagar,12.9308,77.5838,2026-08-10 12:00:00,13.0,7.0,183.0
Jayanagar,12.9308,77.5838,2026-08-10 13:00:00,14.2,7.5,175.0
Jayanagar,12.9308,77.5838,2026-08-10 14:00:00,14.6,7.4,191.0
Jayanagar,12.9308,77.5838,2026-08-10 15:00:00,15.4,7.6,247.0
Jayanagar,12.9308,77.5838,2026-08-10 16:00:00,14.8,8.4,327.0
Jayanagar,12.9308,77.5838,2026-08-10 17:00:00,14.3,9.8,390.0
Jayanagar,12.9308,77.5838,2026-08-10 18:00:00,13.8,10.3,423.0
Jayanagar,12.9308,77.5838,2026-08-10 19:00:00,16.1,12.9,440.0
Jayanagar,12.9308,77.5838,2026-08-10 20:00:00,16.4,13.3,436.0
Jayanagar,12.9308,77.5838,2026-08-10 21:00:00,15.2,12.2,403.0
Jayanagar,12.9308,77.5838,2026-08-10 22:00:00,14.0,11.2,350.0
Jayanagar,12.9308,77.5838,2026-08-10 23:00:00,12.5,10.0,298.0
Jayanagar,12.9308,77.5838,2026-08-11 00:00:00,10.7,8.4,250.0
Jayanagar,12.9308,77.5838,2026-08-11 01:00:00,9.2,7.2,202.0
Jayanagar,12.9308,77.5838,2026-08-11 02:00:00,8.0,6.2,168.0
Jayanagar,12.9308,77.5838,2026-08-11 03:00:00,7.5,5.6,147.0
Jayanagar,12.9308,77.5838,2026-08-11 04:00:00,7.6,5.4,139.0
Jayanagar,12.9308,77.5838,2026-08-11 05:00:00,7.4,5.3,156.0
Jayanagar,12.9308,77.5838,2026-08-11 06:00:00,7.4,5.5,225.0
Jayanagar,12.9308,77.5838,2026-08-11 07:00:00,8.2,6.3,320.0
Jayanagar,12.9308,77.5838,2026-08-11 08:00:00,7.5,5.5,374.0
Jayanagar,12.9308,77.5838,2026-08-11 09:00:00,8.2,5.6,346.0
Jayanagar,12.9308,77.5838,2026-08-11 10:00:00,9.5,5.9,278.0
Jayanagar,12.9308,77.5838,2026-08-11 11:00:00,12.0,6.9,225.0
Jayanagar,12.9308,77.5838,2026-08-11 12:00:00,13.4,7.4,202.0
Jayanagar,12.9308,77.5838,2026-08-11 13:00:00,14.2,7.8,195.0
Jayanagar,12.9308,77.5838,2026-08-11 14:00:00,14.7,8.1,216.0
Jayanagar,12.9308,77.5838,2026-08-11 15:00:00,15.0,8.2,296.0
Jayanagar,12.9308,77.5838,2026-08-11 16:00:00,13.6,8.5,405.0
Jayanagar,12.9308,77.5838,2026-08-11 17:00:00,20.8,12.6,467.0
Jayanagar,12.9308,77.5838,2026-08-11 18:00:00,21.1,14.5,437.0
Jayanagar,12.9308,77.5838,2026-08-11 19:00:00,21.9,15.7,360.0
Jayanagar,12.9308,77.5838,2026-08-11 20:00:00,22.6,16.0,293.0
Jayanagar,12.9308,77.5838,2026-08-11 21:00:00,20.4,14.5,258.0
Jayanagar,12.9308,77.5838,2026-08-11 22:00:00,17.1,12.5,234.0
Jayanagar,12.9308,77.5838,2026-08-11 23:00:00,13.6,10.2,210.0
Jayanagar,12.9308,77.5838,2026-08-12 00:00:00,10.5,8.0,182.0
Jayanagar,12.9308,77.5838,2026-08-12 01:00:00,8.6,6.4,155.0
Jayanagar,12.9308,77.5838,2026-08-12 02:00:00,7.9,5.6,137.0
Jayanagar,12.9308,77.5838,2026-08-12 03:00:00,8.0,5.4,127.0
Jayanagar,12.9308,77.5838,2026-08-12 04:00:00,8.4,5.4,124.0
Jayanagar,12.9308,77.5838,2026-08-12 05:00:00,7.4,4.7,138.0
Jayanagar,12.9308,77.5838,2026-08-12 06:00:00,7.7,4.9,183.0
Jayanagar,12.9308,77.5838,2026-08-12 07:00:00,8.6,5.2,243.0
Jayanagar,12.9308,77.5838,2026-08-12 08:00:00,9.6,5.8,280.0
Jayanagar,12.9308,77.5838,2026-08-12 09:00:00,10.8,6.2,270.0
Jayanagar,12.9308,77.5838,2026-08-12 10:00:00,11.9,6.5,237.0
Jayanagar,12.9308,77.5838,2026-08-12 11:00:00,13.6,7.1,211.0
Jayanagar,12.9308,77.5838,2026-08-12 12:00:00,13.2,7.0,199.0
Jayanagar,12.9308,77.5838,2026-08-12 13:00:00,11.6,6.4,195.0
Jayanagar,12.9308,77.5838,2026-08-12 14:00:00,9.5,5.7,209.0
Jayanagar,12.9308,77.5838,2026-08-12 15:00:00,8.4,5.2,258.0
Jayanagar,12.9308,77.5838,2026-08-12 16:00:00,8.1,5.1,325.0
Jayanagar,12.9308,77.5838,2026-08-12 17:00:00,16.8,10.7,371.0
Jayanagar,12.9308,77.5838,2026-08-12 18:00:00,16.8,12.2,379.0
Jayanagar,12.9308,77.5838,2026-08-12 19:00:00,17.2,12.8,367.0
Jayanagar,12.9308,77.5838,2026-08-12 20:00:00,17.5,12.9,346.0
Jayanagar,12.9308,77.5838,2026-08-12 21:00:00,16.3,12.0,317.0
Jayanagar,12.9308,77.5838,2026-08-12 22:00:00,15.7,11.5,279.0
Jayanagar,12.9308,77.5838,2026-08-12 23:00:00,13.9,10.1,242.0
Jayanagar,12.9308,77.5838,2026-08-13 00:00:00,12.4,8.8,204.0
Jayanagar,12.9308,77.5838,2026-08-13 01:00:00,11.1,7.7,167.0
Jayanagar,12.9308,77.5838,2026-08-13 02:00:00,10.1,6.8,140.0
Jayanagar,12.9308,77.5838,2026-08-13 03:00:00,9.0,6.0,124.0
Jayanagar,12.9308,77.5838,2026-08-13 04:00:00,7.7,5.2,118.0
Jayanagar,12.9308,77.5838,2026-08-13 05:00:00,5.0,3.8,134.0
Jayanagar,12.9308,77.5838,2026-08-13 06:00:00,4.5,3.6,195.0
Jayanagar,12.9308,77.5838,2026-08-13 07:00:00,4.3,3.5,279.0
Jayanagar,12.9308,77.5838,2026-08-13 08:00:00,4.2,3.5,326.0
Jayanagar,12.9308,77.5838,2026-08-13 09:00:00,4.7,3.6,300.0
Jayanagar,12.9308,77.5838,2026-08-13 10:00:00,4.7,3.6,238.0
Jayanagar,12.9308,77.5838,2026-08-13 11:00:00,5.2,3.8,192.0
Jayanagar,12.9308,77.5838,2026-08-13 12:00:00,5.2,3.7,178.0
Jayanagar,12.9308,77.5838,2026-08-13 13:00:00,6.1,4.0,180.0
Jayanagar,12.9308,77.5838,2026-08-13 14:00:00,13.8,7.6,206.0
Jayanagar,12.9308,77.5838,2026-08-13 15:00:00,11.2,6.6,272.0
Jayanagar,12.9308,77.5838,2026-08-13 16:00:00,13.0,8.1,362.0
Jayanagar,12.9308,77.5838,2026-08-13 17:00:00,16.9,10.9,430.0
Jayanagar,12.9308,77.5838,2026-08-13 18:00:00,17.5,13.2,465.0
Jayanagar,12.9308,77.5838,2026-08-13 19:00:00,17.0,13.1,478.0
Jayanagar,12.9308,77.5838,2026-08-13 20:00:00,16.7,13.0,463.0
Jayanagar,12.9308,77.5838,2026-08-13 21:00:00,16.2,12.5,403.0
Jayanagar,12.9308,77.5838,2026-08-13 22:00:00,16.0,12.1,314.0
Jayanagar,12.9308,77.5838,2026-08-13 23:00:00,15.5,11.2,239.0
Jayanagar,12.9308,77.5838,2026-08-14 00:00:00,14.3,9.7,191.0
Jayanagar,12.9308,77.5838,2026-08-14 01:00:00,12.9,8.5,158.0
Jayanagar,12.9308,77.5838,2026-08-14 02:00:00,11.1,7.3,138.0
Jayanagar,12.9308,77.5838,2026-08-14 03:00:00,9.5,6.4,133.0
Jayanagar,12.9308,77.5838,2026-08-14 04:00:00,8.1,5.6,143.0
Jayanagar,12.9308,77.5838,2026-08-14 05:00:00,6.0,4.4,166.0
Jayanagar,12.9308,77.5838,2026-08-14 06:00:00,5.9,4.3,218.0
Jayanagar,12.9308,77.5838,2026-08-14 07:00:00,5.9,4.3,283.0
Jayanagar,12.9308,77.5838,2026-08-14 08:00:00,6.7,4.8,318.0
Jayanagar,12.9308,77.5838,2026-08-14 09:00:00,6.2,4.6,294.0
Jayanagar,12.9308,77.5838,2026-08-14 10:00:00,6.2,4.3,239.0
Jayanagar,12.9308,77.5838,2026-08-14 11:00:00,5.6,3.8,198.0
Jayanagar,12.9308,77.5838,2026-08-14 12:00:00,5.7,3.9,183.0
Jayanagar,12.9308,77.5838,2026-08-14 13:00:00,5.4,3.7,182.0
Jayanagar,12.9308,77.5838,2026-08-14 14:00:00,7.7,4.6,203.0
Jayanagar,12.9308,77.5838,2026-08-14 15:00:00,9.1,5.1,262.0
Jayanagar,12.9308,77.5838,2026-08-14 16:00:00,9.7,5.9,343.0
Jayanagar,12.9308,77.5838,2026-08-14 17:00:00,10.9,7.8,401.0
Jayanagar,12.9308,77.5838,2026-08-14 18:00:00,12.7,10.1,422.0
Jayanagar,12.9308,77.5838,2026-08-14 19:00:00,13.3,10.8,420.0
Jayanagar,12.9308,77.5838,2026-08-14 20:00:00,12.0,9.6,399.0
Jayanagar,12.9308,77.5838,2026-08-14 21:00:00,11.7,9.4,348.0
Jayanagar,12.9308,77.5838,2026-08-14 22:00:00,11.4,9.3,277.0
Jayanagar,12.9308,77.5838,2026-08-14 23:00:00,10.2,8.3,218.0
Jayanagar,12.9308,77.5838,2026-08-15 00:00:00,8.3,6.6,181.0
Jayanagar,12.9308,77.5838,2026-08-15 01:00:00,7.0,5.1,155.0
Jayanagar,12.9308,77.5838,2026-08-15 02:00:00,6.3,4.3,139.0
Jayanagar,12.9308,77.5838,2026-08-15 03:00:00,6.1,3.9,131.0
Jayanagar,12.9308,77.5838,2026-08-15 04:00:00,6.5,3.9,133.0
Jayanagar,12.9308,77.5838,2026-08-15 05:00:00,7.7,4.5,147.0
Jayanagar,12.9308,77.5838,2026-08-15 06:00:00,8.3,4.9,186.0
Jayanagar,12.9308,77.5838,2026-08-15 07:00:00,9.7,5.8,238.0
Jayanagar,12.9308,77.5838,2026-08-15 08:00:00,10.1,5.7,268.0
Jayanagar,12.9308,77.5838,2026-08-15 09:00:00,11.0,6.3,257.0
Jayanagar,12.9308,77.5838,2026-08-15 10:00:00,13.7,7.1,225.0
Jayanagar,12.9308,77.5838,2026-08-15 11:00:00,16.6,8.1,199.0
Jayanagar,12.9308,77.5838,2026-08-15 12:00:00,19.7,9.3,186.0
Jayanagar,12.9308,77.5838,2026-08-15 13:00:00,14.5,7.4,178.0
Jayanagar,12.9308,77.5838,2026-08-15 14:00:00,11.5,6.3,185.0
Jayanagar,12.9308,77.5838,2026-08-15 15:00:00,10.2,5.7,217.0
Jayanagar,12.9308,77.5838,2026-08-15 16:00:00,10.0,5.7,262.0
Jayanagar,12.9308,77.5838,2026-08-15 17:00:00,12.5,7.2,298.0
Jayanagar,12.9308,77.5838,2026-08-15 18:00:00,14.6,9.8,316.0
Jayanagar,12.9308,77.5838,2026-08-15 19:00:00,15.8,11.3,324.0
Jayanagar,12.9308,77.5838,2026-08-15 20:00:00,15.1,11.0,320.0
Jayanagar,12.9308,77.5838,2026-08-15 21:00:00,13.8,10.2,300.0
Jayanagar,12.9308,77.5838,2026-08-15 22:00:00,13.1,9.7,267.0
Jayanagar,12.9308,77.5838,2026-08-15 23:00:00,11.5,8.5,235.0
Jayanagar,12.9308,77.5838,2026-08-16 00:00:00,9.7,7.1,203.0
Jayanagar,12.9308,77.5838,2026-08-16 01:00:00,8.3,6.0,170.0
Jayanagar,12.9308,77.5838,2026-08-16 02:00:00,7.5,5.2,149.0
Jayanagar,12.9308,77.5838,2026-08-16 03:00:00,7.0,4.7,145.0
Jayanagar,12.9308,77.5838,2026-08-16 04:00:00,6.8,4.4,153.0
Jayanagar,12.9308,77.5838,2026-08-16 05:00:00,5.6,3.9,164.0
Jayanagar,12.9308,77.5838,2026-08-16 06:00:00,5.4,3.8,182.0
Jayanagar,12.9308,77.5838,2026-08-16 07:00:00,6.2,4.2,204.0
Jayanagar,12.9308,77.5838,2026-08-16 08:00:00,7.1,4.5,213.0
Jayanagar,12.9308,77.5838,2026-08-16 09:00:00,8.5,4.9,198.0
Jayanagar,12.9308,77.5838,2026-08-16 10:00:00,10.0,5.4,169.0
Jayanagar,12.9308,77.5838,2026-08-16 11:00:00,11.0,5.9,149.0
Jayanagar,12.9308,77.5838,2026-08-16 12:00:00,10.7,5.6,144.0
Jayanagar,12.9308,77.5838,2026-08-16 13:00:00,9.9,5.3,146.0
Jayanagar,12.9308,77.5838,2026-08-16 14:00:00,9.0,5.0,153.0
Jayanagar,12.9308,77.5838,2026-08-16 15:00:00,8.8,5.0,167.0
Jayanagar,12.9308,77.5838,2026-08-16 16:00:00,10.8,6.3,187.0
Jayanagar,12.9308,77.5838,2026-08-16 17:00:00,17.8,9.5,204.0
Jayanagar,12.9308,77.5838,2026-08-16 18:00:00,19.8,11.9,216.0
Jayanagar,12.9308,77.5838,2026-08-16 19:00:00,21.8,14.2,225.0
Jayanagar,12.9308,77.5838,2026-08-16 20:00:00,21.8,14.8,229.0
Jayanagar,12.9308,77.5838,2026-08-16 21:00:00,20.3,13.9,226.0
Jayanagar,12.9308,77.5838,2026-08-16 22:00:00,18.6,12.8,218.0
Jayanagar,12.9308,77.5838,2026-08-16 23:00:00,16.2,11.1,205.0
Jayanagar,12.9308,77.5838,2026-08-17 00:00:00,13.6,9.1,185.0
Jayanagar,12.9308,77.5838,2026-08-17 01:00:00,11.8,7.8,161.0
Jayanagar,12.9308,77.5838,2026-08-17 02:00:00,10.3,6.8,144.0
Jayanagar,12.9308,77.5838,2026-08-17 03:00:00,8.9,5.9,138.0
Jayanagar,12.9308,77.5838,2026-08-17 04:00:00,7.7,5.2,140.0
Jayanagar,12.9308,77.5838,2026-08-17 05:00:00,8.7,5.4,153.0
Jayanagar,12.9308,77.5838,2026-08-17 06:00:00,7.5,4.9,189.0
Jayanagar,12.9308,77.5838,2026-08-17 07:00:00,8.1,5.0,236.0
Jayanagar,12.9308,77.5838,2026-08-17 08:00:00,10.0,6.2,262.0
