location,latitude,longitude,time,temperature,humidity,precipitation,wind_speed,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
Lajpat Nagar,28.5677,77.2433,2026-08-21 07:00:00,26.3,95,1.0,4.5,56.0,69.8,36.4,59.0,30.6,640.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 08:00:00,26.6,94,1.0,8.0,45.6,60.3,32.0,78.0,30.6,593.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 09:00:00,27.8,88,0.1,6.8,40.3,56.2,26.0,108.0,31.0,531.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 10:00:00,29.4,80,0.1,4.0,33.1,51.1,19.1,144.0,31.5,462.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 11:00:00,30.8,75,0.1,3.1,33.3,50.4,13.5,181.0,32.0,416.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 12:00:00,31.8,71,0.1,2.4,39.5,55.5,10.0,221.0,33.0,411.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 13:00:00,32.6,69,0.1,1.2,44.8,58.9,7.9,261.0,33.9,428.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 14:00:00,32.5,71,0.1,0.9,48.8,61.7,7.1,284.0,33.7,442.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 15:00:00,30.9,78,0.1,1.3,48.8,60.8,5.8,284.0,30.7,415.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 16:00:00,28.4,90,0.1,1.8,45.3,56.6,5.8,268.0,26.5,386.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 17:00:00,26.6,100,0.1,1.8,43.0,53.7,12.9,239.0,24.4,442.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 18:00:00,26.2,100,3.0,0.8,49.2,57.4,35.1,189.0,26.9,688.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 19:00:00,26.4,100,3.0,1.2,60.1,67.5,64.2,127.0,31.4,1019.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 20:00:00,26.6,98,3.0,2.3,80.3,87.1,81.8,80.0,33.5,1213.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 21:00:00,26.6,97,0.2,2.2,70.1,75.2,76.6,64.0,30.5,1138.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 22:00:00,26.7,96,0.2,1.8,53.8,58.4,59.8,63.0,25.0,924.0
Lajpat Nagar,28.5677,77.2433,2026-08-21 23:00:00,26.6,96,0.2,1.1,47.6,52.2,46.1,63.0,20.5,744.0
Karol Bagh,28.6514,77.1907,2026-07-18 00:00:00,32.2,66,0.0,4.8,197.9,722.7,84.2,0.0,33.1,719.0
Karol Bagh,28.6514,77.1907,2026-07-18 01:00:00,31.5,67,0.0,3.7,191.4,646.3,81.2,0.0,32.9,564.0
Karol Bagh,28.6514,77.1907,2026-07-18 02:00:00,31.1,66,0.0,3.7,176.0,538.3,76.6,1.0,31.9,435.0
Karol Bagh,28.6514,77.1907,2026-07-18 03:00:00,31.0,64,0.0,4.3,155.1,434.0,70.9,3.0,30.0,353.0
Karol Bagh,28.6514,77.1907,2026-07-18 04:00:00,30.9,62,0.0,6.7,131.3,349.2,63.6,7.0,27.2,298.0
Karol Bagh,28.6514,77.1907,2026-07-18 05:00:00,31.3,66,0.0,10.3,141.6,372.5,70.4,4.0,35.5,278.0
Karol Bagh,28.6514,77.1907,2026-07-18 06:00:00,31.2,60,0.0,10.2,112.0,290.6,58.9,20.0,30.0,321.0
Karol Bagh,28.6514,77.1907,2026-07-18 07:00:00,32.0,56,0.0,9.8,98.3,282.2,42.8,43.0,22.4,400.0
Karol Bagh,28.6514,77.1907,2026-07-18 08:00:00,32.3,57,0.0,8.7,92.2,335.3,28.7,66.0,16.3,438.0
Karol Bagh,28.6514,77.1907,2026-07-18 09:00:00,33.1,57,0.0,9.8,98.0,459.1,18.8,89.0,13.2,390.0
Karol Bagh,28.6514,77.1907,2026-07-18 10:00:00,34.7,52,0.0,12.5,120.1,661.2,11.0,112.0,11.7,302.0
Karol Bagh,28.6514,77.1907,2026-07-18 11:00:00,35.4,49,0.0,13.9,156.5,938.8,5.6,129.0,10.7,234.0
Karol Bagh,28.6514,77.1907,2026-07-18 12:00:00,35.7,48,0.0,12.9,186.3,1158.6,3.2,136.0,10.2,212.0
Karol Bagh,28.6514,77.1907,2026-07-18 13:00:00,36.2,46,0.0,11.2,200.7,1251.7,3.2,137.0,10.2,211.0
Karol Bagh,28.6514,77.1907,2026-07-18 14:00:00,36.2,45,0.0,9.6,206.3,1292.7,4.6,134.0,10.3,217.0
Karol Bagh,28.6514,77.1907,2026-07-18 15:00:00,36.6,43,0.0,8.9,206.3,1277.8,6.7,130.0,10.1,215.0
Karol Bagh,28.6514,77.1907,2026-07-18 16:00:00,36.2,44,0.0,7.5,204.9,1214.4,10.2,122.0,10.0,220.0
Karol Bagh,28.6514,77.1907,2026-07-18 17:00:00,36.6,41,0.0,4.5,147.6,789.8,22.4,83.0,17.2,269.0
Karol Bagh,28.6514,77.1907,2026-07-18 18:00:00,36.0,44,0.0,4.8,148.5,672.4,39.8,62.0,20.9,410.0
Karol Bagh,28.6514,77.1907,2026-07-18 19:00:00,34.7,48,0.0,6.5,157.9,648.2,63.8,32.0,26.1,595.0
Karol Bagh,28.6514,77.1907,2026-07-18 20:00:00,34.2,50,0.0,5.3,170.9,694.8,81.2,10.0,30.4,718.0
Karol Bagh,28.6514,77.1907,2026-07-18 21:00:00,34.3,54,0.0,3.5,169.0,579.3,86.0,2.0,33.0,729.0
Karol Bagh,28.6514,77.1907,2026-07-18 22:00:00,34.0,55,0.0,1.2,152.7,510.4,84.3,2.0,34.7,677.0
Karol Bagh,28.6514,77.1907,2026-07-18 23:00:00,34.0,58,0.0,2.3,139.2,437.7,80.6,4.0,35.1,604.0
Karol Bagh,28.6514,77.1907,2026-07-19 00:00:00,32.9,58,0.0,3.8,126.7,376.3,75.9,6.0,33.7,504.0
Karol Bagh,28.6514,77.1907,2026-07-19 01:00:00,32.3,63,0.0,2.8,116.2,323.2,69.3,10.0,31.0,382.0
Karol Bagh,28.6514,77.1907,2026-07-19 02:00:00,31.5,67,0.0,4.4,106.6,275.7,62.9,14.0,28.4,296.0
Karol Bagh,28.6514,77.1907,2026-07-19 03:00:00,31.1,69,0.0,4.5,99.0,252.4,57.6,15.0,26.1,274.0
Karol Bagh,28.6514,77.1907,2026-07-19 04:00:00,30.6,70,0.0,4.7,94.8,252.4,52.5,16.0,23.9,288.0
Karol Bagh,28.6514,77.1907,2026-07-19 05:00:00,29.9,83,0.0,2.1,110.8,209.1,71.9,3.0,33.6,314.0
Karol Bagh,28.6514,77.1907,2026-07-19 06:00:00,30.6,77,0.0,6.4,105.7,181.1,65.1,18.0,33.8,360.0
Karol Bagh,28.6514,77.1907,2026-07-19 07:00:00,31.8,70,0.0,6.1,100.4,161.6,55.3,39.0,33.8,418.0
Karol Bagh,28.6514,77.1907,2026-07-19 08:00:00,32.7,61,0.0,7.6,81.5,146.2,44.5,64.0,32.2,437.0
Karol Bagh,28.6514,77.1907,2026-07-19 09:00:00,33.2,57,0.0,6.9,70.5,176.5,31.9,96.0,27.7,378.0
Karol Bagh,28.6514,77.1907,2026-07-19 10:00:00,34.4,52,0.0,7.9,75.7,285.9,18.4,131.0,21.6,279.0
Karol Bagh,28.6514,77.1907,2026-07-19 11:00:00,35.7,47,0.0,11.0,90.1,429.3,8.4,155.0,16.7,204.0
Karol Bagh,28.6514,77.1907,2026-07-19 12:00:00,36.1,46,0.0,11.1,97.6,499.2,4.1,160.0,13.9,181.0
Karol Bagh,28.6514,77.1907,2026-07-19 13:00:00,35.7,49,0.0,8.2,111.8,603.5,3.3,154.0,12.1,181.0
Karol Bagh,28.6514,77.1907,2026-07-19 14:00:00,36.2,47,0.0,5.3,118.7,666.8,4.3,144.0,11.2,190.0
Karol Bagh,28.6514,77.1907,2026-07-19 15:00:00,35.8,49,0.0,5.0,126.7,717.1,5.9,133.0,10.8,194.0
Karol Bagh,28.6514,77.1907,2026-07-19 16:00:00,34.1,58,1.0,5.9,131.3,752.5,9.1,118.0,11.2,205.0
Karol Bagh,28.6514,77.1907,2026-07-19 17:00:00,37.1,42,0.0,5.3,127.1,536.4,22.2,114.0,26.1,246.0
Karol Bagh,28.6514,77.1907,2026-07-19 18:00:00,35.2,50,0.4,8.1,121.5,445.2,27.0,101.0,28.8,345.0
Karol Bagh,28.6514,77.1907,2026-07-19 19:00:00,32.4,72,0.1,11.0,116.2,374.4,33.7,84.0,32.6,473.0
Karol Bagh,28.6514,77.1907,2026-07-19 20:00:00,31.8,77,0.0,8.1,108.7,305.5,38.7,69.0,35.4,562.0
Karol Bagh,28.6514,77.1907,2026-07-19 21:00:00,31.6,77,0.1,5.5,103.6,268.2,40.6,59.0,36.6,585.0
Karol Bagh,28.6514,77.1907,2026-07-19 22:00:00,31.0,80,0.6,5.8,98.3,238.4,40.8,52.0,36.8,569.0
Karol Bagh,28.6514,77.1907,2026-07-19 23:00:00,31.8,76,0.6,8.7,91.5,210.0,40.4,47.0,36.4,533.0
Karol Bagh,28.6514,77.1907,2026-07-20 00:00:00,30.4,83,0.0,6.8,89.6,210.0,39.7,43.0,35.4,468.0
Karol Bagh,28.6514,77.1907,2026-07-20 01:00:00,29.1,88,0.0,9.0,90.8,241.2,38.4,40.0,33.7,382.0
Karol Bagh,28.6514,77.1907,2026-07-20 02:00:00,28.4,88,0.0,7.0,92.4,269.2,36.7,39.0,31.3,318.0
Karol Bagh,28.6514,77.1907,2026-07-20 03:00:00,28.6,87,0.0,2.8,95.2,291.5,34.1,39.0,27.3,292.0
Karol Bagh,28.6514,77.1907,2026-07-20 04:00:00,27.2,93,3.8,10.4,92.9,275.7,31.2,39.0,22.5,289.0
Karol Bagh,28.6514,77.1907,2026-07-20 05:00:00,28.8,81,1.1,8.5,32.9,71.7,19.4,57.0,12.3,305.0
Karol Bagh,28.6514,77.1907,2026-07-20 06:00:00,28.9,83,0.1,6.6,31.3,58.0,24.0,54.0,14.7,349.0
Karol Bagh,28.6514,77.1907,2026-07-20 07:00:00,27.9,87,1.2,3.5,30.6,54.5,30.1,50.0,17.8,413.0
Karol Bagh,28.6514,77.1907,2026-07-20 08:00:00,27.4,94,5.8,3.9,33.5,53.8,32.8,50.0,19.7,472.0
Karol Bagh,28.6514,77.1907,2026-07-20 09:00:00,28.9,89,0.6,5.0,34.7,62.2,28.8,59.0,18.9,527.0
Karol Bagh,28.6514,77.1907,2026-07-20 10:00:00,29.5,86,0.7,1.8,36.8,90.8,21.3,72.0,16.7,575.0
Karol Bagh,28.6514,77.1907,2026-07-20 11:00:00,32.2,67,0.3,5.6,39.5,110.6,15.6,83.0,15.1,588.0
Karol Bagh,28.6514,77.1907,2026-07-20 12:00:00,30.7,75,2.0,6.7,42.3,126.2,13.3,88.0,14.5,532.0
Karol Bagh,28.6514,77.1907,2026-07-20 13:00:00,29.7,82,6.0,11.2,51.9,199.3,12.8,91.0,14.4,439.0
Karol Bagh,28.6514,77.1907,2026-07-20 14:00:00,29.9,81,0.4,8.6,61.0,265.4,13.8,92.0,15.4,377.0
Karol Bagh,28.6514,77.1907,2026-07-20 15:00:00,30.8,78,0.2,4.5,67.5,297.1,16.0,94.0,17.8,361.0
Karol Bagh,28.6514,77.1907,2026-07-20 16:00:00,31.0,77,0.0,3.8,73.6,320.4,19.7,94.0,21.2,375.0
Karol Bagh,28.6514,77.1907,2026-07-20 17:00:00,29.5,81,0.0,4.1,35.4,75.2,33.5,86.0,21.7,442.0
Karol Bagh,28.6514,77.1907,2026-07-20 18:00:00,27.5,92,6.3,3.8,41.2,76.1,47.4,64.0,26.8,614.0
Karol Bagh,28.6514,77.1907,2026-07-20 19:00:00,27.4,94,2.9,2.6,54.4,83.6,66.3,35.0,33.7,838.0
Karol Bagh,28.6514,77.1907,2026-07-20 20:00:00,27.6,94,1.0,1.7,63.6,86.4,78.4,15.0,38.3,984.0
Karol Bagh,28.6514,77.1907,2026-07-20 21:00:00,27.7,95,0.5,1.5,62.4,82.2,77.7,14.0,38.4,989.0
Karol Bagh,28.6514,77.1907,2026-07-20 22:00:00,27.6,94,0.1,1.8,59.5,77.8,70.1,22.0,36.1,915.0
Karol Bagh,28.6514,77.1907,2026-07-20 23:00:00,26.6,96,0.0,1.4,51.1,64.0,61.7,31.0,33.5,816.0
Karol Bagh,28.6514,77.1907,2026-07-21 00:00:00,26.8,96,0.2,3.1,42.3,51.3,53.7,38.0,31.1,689.0
Karol Bagh,28.6514,77.1907,2026-07-21 01:00:00,26.7,95,0.9,6.2,34.9,41.4,44.8,46.0,28.5,537.0
Karol Bagh,28.6514,77.1907,2026-07-21 02:00:00,26.5,95,0.3,7.2,31.4,36.2,37.6,51.0,26.4,418.0
Karol Bagh,28.6514,77.1907,2026-07-21 03:00:00,26.3,94,0.1,7.9,30.6,33.9,33.4,51.0,25.2,352.0
Karol Bagh,28.6514,77.1907,2026-07-21 04:00:00,26.2,92,0.1,6.1,27.8,29.3,30.8,48.0,24.5,318.0
Karol Bagh,28.6514,77.1907,2026-07-21 05:00:00,26.5,92,0.5,4.4,18.7,20.7,25.4,49.0,19.3,317.0
Karol Bagh,28.6514,77.1907,2026-07-21 06:00:00,26.0,93,3.7,6.2,20.3,21.3,25.0,54.0,21.3,370.0
Karol Bagh,28.6514,77.1907,2026-07-21 07:00:00,26.0,94,1.0,9.7,21.2,21.9,24.4,62.0,24.0,456.0
Karol Bagh,28.6514,77.1907,2026-07-21 08:00:00,26.6,91,0.2,9.9,22.3,22.8,22.9,71.0,25.3,502.0
Karol Bagh,28.6514,77.1907,2026-07-21 09:00:00,27.3,87,0.1,8.8,15.5,16.1,19.7,83.0,23.7,468.0
Karol Bagh,28.6514,77.1907,2026-07-21 10:00:00,28.3,82,0.2,9.4,13.0,13.5,15.5,96.0,20.8,395.0
Karol Bagh,28.6514,77.1907,2026-07-21 11:00:00,26.8,94,0.1,10.5,12.0,12.4,12.6,107.0,18.6,339.0
Karol Bagh,28.6514,77.1907,2026-07-21 12:00:00,28.0,92,0.9,6.9,11.7,12.0,11.8,115.0,18.2,320.0
Karol Bagh,28.6514,77.1907,2026-07-21 13:00:00,29.9,82,0.5,6.5,12.1,12.4,12.1,121.0,18.6,318.0
Karol Bagh,28.6514,77.1907,2026-07-21 14:00:00,28.7,84,1.5,7.9,13.6,13.8,12.9,126.0,19.2,332.0
Karol Bagh,28.6514,77.1907,2026-07-21 15:00:00,28.2,87,1.5,9.7,13.5,13.7,13.5,132.0,19.7,361.0
Karol Bagh,28.6514,77.1907,2026-07-21 16:00:00,28.8,85,0.6,5.8,15.1,15.3,14.6,136.0,20.3,406.0
Karol Bagh,28.6514,77.1907,2026-07-21 17:00:00,29.7,80,0.1,8.6,30.2,31.3,21.8,115.0,20.1,467.0
Karol Bagh,28.6514,77.1907,2026-07-21 18:00:00,29.3,79,0.3,6.0,36.4,37.1,26.4,101.0,20.5,569.0
Karol Bagh,28.6514,77.1907,2026-07-21 19:00:00,28.6,85,0.2,4.1,39.9,40.4,32.6,82.0,21.0,687.0
Karol Bagh,28.6514,77.1907,2026-07-21 20:00:00,28.5,85,0.0,6.9,35.2,35.4,36.0,68.0,21.1,749.0
Karol Bagh,28.6514,77.1907,2026-07-21 21:00:00,28.2,86,0.1,7.5,32.7,32.8,33.9,66.0,20.4,705.0
Karol Bagh,28.6514,77.1907,2026-07-21 22:00:00,27.9,87,0.0,9.7,32.2,32.4,29.0,70.0,19.2,605.0
Karol Bagh,28.6514,77.1907,2026-07-21 23:00:00,27.1,93,0.1,11.4,31.3,31.4,24.6,73.0,18.2,520.0
Karol Bagh,28.6514,77.1907,2026-07-22 00:00:00,26.8,93,0.1,10.6,30.3,30.3,22.0,73.0,17.5,479.0
Karol Bagh,28.6514,77.1907,2026-07-22 01:00:00,26.6,93,0.1,8.9,30.0,30.2,20.0,73.0,16.9,454.0
Karol Bagh,28.6514,77.1907,2026-07-22 02:00:00,26.6,94,0.0,8.0,29.3,29.3,18.5,72.0,16.6,434.0
Karol Bagh,28.6514,77.1907,2026-07-22 03:00:00,26.0,95,1.3,10.8,29.5,29.6,17.5,69.0,16.8,410.0
Karol Bagh,28.6514,77.1907,2026-07-22 04:00:00,25.8,95,0.5,10.6,29.6,29.8,17.0,65.0,17.3,392.0
Karol Bagh,28.6514,77.1907,2026-07-22 05:00:00,26.1,96,0.6,11.3,36.1,36.4,22.9,53.0,20.7,391.0
Karol Bagh,28.6514,77.1907,2026-07-22 06:00:00,26.1,96,0.8,12.3,35.2,35.6,22.6,58.0,20.1,427.0
Karol Bagh,28.6514,77.1907,2026-07-22 07:00:00,26.6,91,0.4,13.2,35.3,35.7,22.0,66.0,19.4,482.0
Karol Bagh,28.6514,77.1907,2026-07-22 08:00:00,27.1,84,0.9,15.4,36.7,37.1,20.3,81.0,18.9,512.0
Karol Bagh,28.6514,77.1907,2026-07-22 09:00:00,28.8,78,0.3,13.8,37.4,38.1,16.4,109.0,19.0,494.0
Karol Bagh,28.6514,77.1907,2026-07-22 10:00:00,30.2,70,0.3,13.6,33.8,34.5,11.5,143.0,19.5,452.0
Karol Bagh,28.6514,77.1907,2026-07-22 11:00:00,30.7,67,0.3,14.3,41.2,104.8,7.8,170.0,19.8,418.0
Karol Bagh,28.6514,77.1907,2026-07-22 12:00:00,31.6,64,0.2,14.4,42.3,125.3,5.8,184.0,19.7,401.0
Karol Bagh,28.6514,77.1907,2026-07-22 13:00:00,31.8,67,0.0,11.4,37.4,85.9,5.1,190.0,19.4,392.0
Karol Bagh,28.6514,77.1907,2026-07-22 14:00:00,32.0,66,0.2,10.7,39.5,95.5,7.0,187.0,19.4,391.0
Karol Bagh,28.6514,77.1907,2026-07-22 15:00:00,32.0,67,0.1,10.7,40.3,98.7,13.0,171.0,19.8,396.0
Karol Bagh,28.6514,77.1907,2026-07-22 16:00:00,31.7,66,0.5,9.1,35.3,71.9,21.7,146.0,20.6,410.0
Karol Bagh,28.6514,77.1907,2026-07-22 17:00:00,28.3,87,0.2,6.0,14.7,16.4,14.7,145.0,18.3,445.0
Karol Bagh,28.6514,77.1907,2026-07-22 18:00:00,28.9,86,0.0,3.9,17.3,18.2,24.3,121.0,20.7,526.0
Karol Bagh,28.6514,77.1907,2026-07-22 19:00:00,28.8,88,0.0,4.4,23.9,24.3,37.3,88.0,23.9,628.0
Karol Bagh,28.6514,77.1907,2026-07-22 20:00:00,29.0,88,0.0,6.9,25.4,25.6,45.1,65.0,25.8,687.0
Karol Bagh,28.6514,77.1907,2026-07-22 21:00:00,29.0,86,0.0,8.9,23.3,23.7,42.9,62.0,25.3,670.0
Karol Bagh,28.6514,77.1907,2026-07-22 22:00:00,28.9,82,0.1,8.9,21.0,21.2,35.6,68.0,23.6,611.0
Karol Bagh,28.6514,77.1907,2026-07-22 23:00:00,28.4,84,0.0,9.6,17.6,17.9,29.1,73.0,22.0,547.0
Karol Bagh,28.6514,77.1907,2026-07-23 00:00:00,28.3,83,0.0,11.0,14.9,15.1,25.2,73.0,20.9,482.0
Karol Bagh,28.6514,77.1907,2026-07-23 01:00:00,28.1,83,0.0,11.3,21.2,73.1,22.1,71.0,20.0,412.0
Karol Bagh,28.6514,77.1907,2026-07-23 02:00:00,27.8,84,0.0,11.4,24.9,88.7,20.0,68.0,19.4,360.0
Karol Bagh,28.6514,77.1907,2026-07-23 03:00:00,27.5,85,0.0,10.2,28.7,98.5,19.3,63.0,19.2,333.0
Karol Bagh,28.6514,77.1907,2026-07-23 04:00:00,27.3,85,0.0,10.0,34.2,127.1,19.7,58.0,19.3,323.0
Karol Bagh,28.6514,77.1907,2026-07-23 05:00:00,26.8,92,0.0,8.9,30.7,75.9,21.4,55.0,19.2,335.0
Karol Bagh,28.6514,77.1907,2026-07-23 06:00:00,26.4,94,0.9,9.3,33.5,88.2,20.4,63.0,20.3,388.0
Karol Bagh,28.6514,77.1907,2026-07-23 07:00:00,26.6,89,0.5,11.8,38.6,116.6,18.9,76.0,21.7,461.0
Karol Bagh,28.6514,77.1907,2026-07-23 08:00:00,28.1,82,0.3,10.8,28.3,43.4,16.8,92.0,22.3,501.0
Karol Bagh,28.6514,77.1907,2026-07-23 09:00:00,28.8,80,0.4,9.6,23.1,26.5,13.3,116.0,21.2,472.0
Karol Bagh,28.6514,77.1907,2026-07-23 10:00:00,30.5,72,0.1,12.1,21.5,22.1,9.2,144.0,19.2,409.0
Karol Bagh,28.6514,77.1907,2026-07-23 11:00:00,31.4,66,0.0,14.1,20.5,20.7,6.4,164.0,17.6,360.0
Karol Bagh,28.6514,77.1907,2026-07-23 12:00:00,31.8,64,0.1,14.0,20.4,20.7,5.6,170.0,16.5,341.0
Karol Bagh,28.6514,77.1907,2026-07-23 13:00:00,32.2,62,0.2,13.8,33.3,128.1,6.2,168.0,15.7,336.0
Karol Bagh,28.6514,77.1907,2026-07-23 14:00:00,32.6,62,0.1,12.5,28.2,74.7,7.6,163.0,15.7,344.0
Karol Bagh,28.6514,77.1907,2026-07-23 15:00:00,30.7,71,0.9,14.1,28.9,79.2,10.0,157.0,17.1,360.0
Karol Bagh,28.6514,77.1907,2026-07-23 16:00:00,30.4,75,0.7,4.5,31.0,73.8,13.3,148.0,19.3,389.0
Karol Bagh,28.6514,77.1907,2026-07-23 17:00:00,31.7,65,0.2,12.1,22.5,22.6,16.5,132.0,15.5,450.0
Karol Bagh,28.6514,77.1907,2026-07-23 18:00:00,30.7,70,0.2,10.1,27.6,27.7,21.0,119.0,17.4,584.0
Karol Bagh,28.6514,77.1907,2026-07-23 19:00:00,30.2,73,0.2,6.9,28.8,28.9,27.0,100.0,20.0,750.0
Karol Bagh,28.6514,77.1907,2026-07-23 20:00:00,28.8,81,1.0,4.9,28.8,28.8,30.6,87.0,21.8,842.0
Karol Bagh,28.6514,77.1907,2026-07-23 21:00:00,26.4,93,3.6,9.2,29.5,29.5,29.3,84.0,22.0,798.0
Karol Bagh,28.6514,77.1907,2026-07-23 22:00:00,26.6,93,0.4,11.6,30.0,30.2,25.5,86.0,21.3,679.0
Karol Bagh,28.6514,77.1907,2026-07-23 23:00:00,27.7,87,0.0,12.0,30.0,30.0,22.4,87.0,20.6,564.0
Karol Bagh,28.6514,77.1907,2026-07-24 00:00:00,27.3,87,0.0,10.3,30.5,30.6,21.1,83.0,20.1,469.0
Karol Bagh,28.6514,77.1907,2026-07-24 01:00:00,27.1,88,0.0,10.1,31.7,31.8,20.4,78.0,19.6,378.0
Karol Bagh,28.6514,77.1907,2026-07-24 02:00:00,27.0,89,0.0,8.8,33.5,33.6,19.9,74.0,19.2,314.0
Karol Bagh,28.6514,77.1907,2026-07-24 03:00:00,26.8,90,0.0,9.0,35.0,35.2,19.4,71.0,18.9,290.0
Karol Bagh,28.6514,77.1907,2026-07-24 04:00:00,26.7,90,0.0,9.6,35.6,35.6,19.0,68.0,18.8,293.0
Karol Bagh,28.6514,77.1907,2026-07-24 05:00:00,25.8,94,0.1,8.9,37.7,37.7,18.0,73.0,20.5,313.0
Karol Bagh,28.6514,77.1907,2026-07-24 06:00:00,25.9,94,0.2,11.4,37.7,37.7,17.8,77.0,20.3,360.0
Karol Bagh,28.6514,77.1907,2026-07-24 07:00:00,26.9,90,0.0,9.9,34.3,34.5,17.4,83.0,20.1,422.0
Karol Bagh,28.6514,77.1907,2026-07-24 08:00:00,28.4,82,0.0,14.2,31.5,31.5,16.3,94.0,19.8,457.0
Karol Bagh,28.6514,77.1907,2026-07-24 09:00:00,29.6,76,0.0,13.2,26.4,26.4,13.6,113.0,19.5,436.0
Karol Bagh,28.6514,77.1907,2026-07-24 10:00:00,30.5,71,0.2,12.7,24.1,24.2,10.2,136.0,19.2,388.0
Karol Bagh,28.6514,77.1907,2026-07-24 11:00:00,30.5,74,0.1,13.0,22.9,22.9,7.9,152.0,18.9,350.0
Karol Bagh,28.6514,77.1907,2026-07-24 12:00:00,31.3,71,0.7,12.9,21.4,21.4,7.4,153.0,18.5,334.0
Karol Bagh,28.6514,77.1907,2026-07-24 13:00:00,29.7,76,1.8,13.0,20.4,20.4,8.1,147.0,18.1,329.0
Karol Bagh,28.6514,77.1907,2026-07-24 14:00:00,29.0,81,4.0,8.9,17.7,17.7,9.4,140.0,18.1,342.0
Karol Bagh,28.6514,77.1907,2026-07-24 15:00:00,29.4,81,1.9,6.3,16.1,16.2,10.9,137.0,19.0,376.0
Karol Bagh,28.6514,77.1907,2026-07-24 16:00:00,30.5,75,0.1,7.3,16.5,16.6,13.2,133.0,20.3,428.0
Karol Bagh,28.6514,77.1907,2026-07-24 17:00:00,30.2,81,0.1,5.5,23.3,23.5,17.3,119.0,18.3,495.0
Karol Bagh,28.6514,77.1907,2026-07-24 18:00:00,30.2,82,0.0,7.4,29.5,29.6,26.2,98.0,19.7,609.0
Karol Bagh,28.6514,77.1907,2026-07-24 19:00:00,29.8,83,0.0,8.4,34.3,34.6,38.2,70.0,21.5,738.0
Karol Bagh,28.6514,77.1907,2026-07-24 20:00:00,29.7,83,0.0,9.0,34.3,34.7,45.1,50.0,22.5,784.0
Karol Bagh,28.6514,77.1907,2026-07-24 21:00:00,29.2,82,0.0,10.7,32.8,33.4,42.2,47.0,21.9,670.0
Karol Bagh,28.6514,77.1907,2026-07-24 22:00:00,28.8,83,0.0,10.3,31.9,33.2,34.3,52.0,20.5,473.0
Karol Bagh,28.6514,77.1907,2026-07-24 23:00:00,28.5,85,0.0,11.8,30.5,33.1,27.6,57.0,19.5,321.0
Karol Bagh,28.6514,77.1907,2026-07-25 00:00:00,28.4,84,0.0,12.1,28.0,31.8,24.1,58.0,19.6,269.0
Karol Bagh,28.6514,77.1907,2026-07-25 01:00:00,28.2,82,0.0,11.3,26.5,31.4,21.8,59.0,20.1,262.0
Karol Bagh,28.6514,77.1907,2026-07-25 02:00:00,27.9,84,0.1,10.6,26.3,31.5,20.4,58.0,20.6,265.0
Karol Bagh,28.6514,77.1907,2026-07-25 03:00:00,27.7,87,0.1,9.9,26.5,31.1,20.4,54.0,21.0,262.0
Karol Bagh,28.6514,77.1907,2026-07-25 04:00:00,27.6,87,0.0,9.7,27.1,30.5,21.3,50.0,21.3,269.0
Karol Bagh,28.6514,77.1907,2026-07-25 05:00:00,27.3,90,0.1,8.9,29.7,33.9,22.5,46.0,22.4,293.0
Karol Bagh,28.6514,77.1907,2026-07-25 06:00:00,27.6,89,0.0,7.5,29.8,32.8,21.9,52.0,22.5,356.0
Karol Bagh,28.6514,77.1907,2026-07-25 07:00:00,28.4,86,0.0,6.9,28.5,30.6,20.9,60.0,22.6,436.0
Karol Bagh,28.6514,77.1907,2026-07-25 08:00:00,28.6,80,0.6,12.0,29.0,31.1,19.0,72.0,22.1,482.0
Karol Bagh,28.6514,77.1907,2026-07-25 09:00:00,29.7,75,0.2,10.0,29.5,34.2,15.4,91.0,20.6,461.0
Karol Bagh,28.6514,77.1907,2026-07-25 10:00:00,30.4,75,0.4,10.4,26.8,32.8,11.0,113.0,18.6,406.0
Karol Bagh,28.6514,77.1907,2026-07-25 11:00:00,31.6,66,0.2,11.6,24.3,29.0,7.8,130.0,17.1,361.0
Karol Bagh,28.6514,77.1907,2026-07-25 12:00:00,31.9,65,0.1,12.3,25.8,29.6,6.4,140.0,16.5,341.0
Karol Bagh,28.6514,77.1907,2026-07-25 13:00:00,32.4,63,0.1,10.8,32.2,66.1,6.3,144.0,16.3,330.0
Karol Bagh,28.6514,77.1907,2026-07-25 14:00:00,32.8,60,0.2,12.0,26.4,39.3,7.7,143.0,16.4,331.0
Karol Bagh,28.6514,77.1907,2026-07-25 15:00:00,32.6,62,0.2,11.4,25.1,33.4,10.7,135.0,16.5,338.0
